"filename", "language", "JSON", "JavaScript", "JSON with Comments", "TypeScript", "Markdown", "XML", "Prisma", "TypeScript JSX", "CSS", "comment", "blank", "total"
"/Users/milek/Desktop/projekty/shortie/package.json", "JSON", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"/Users/milek/Desktop/projekty/shortie/postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/milek/Desktop/projekty/shortie/prisma/schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 36, 0, 0, 2, 15, 53
"/Users/milek/Desktop/projekty/shortie/public/next.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/milek/Desktop/projekty/shortie/public/vercel.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/milek/Desktop/projekty/shortie/tailwind.config.js", "JavaScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 1, 0, 76
"/Users/milek/Desktop/projekty/shortie/tailwind.config.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/milek/Desktop/projekty/shortie/tsconfig.json", "JSON with Comments", 0, 0, 25, 0, 0, 0, 0, 0, 0, 2, 1, 28
"/Users/milek/Desktop/projekty/shortie/types.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 6
"Total", "-", 6321, 83, 25, 441, 21, 2, 36, 3077, 103, 34, 505, 10648
